,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,product
1078,1,3,0,2,3,1,0,4,1,6,5,Leaf
1079,0,0,0,0,1,0,0,0,0,2,2,Leaf
1080,0,0,0,0,0,0,0,1,0,2,2,Leaf
1081,0,1,0,2,1,1,1,2,4,2,-2,Leaf
1082,0,5,1,0,2,1,0,5,2,6,4,Leaf
1083,0,0,0,0,2,0,0,0,0,3,3,Leaf
1084,0,2,0,1,1,1,0,2,2,3,1,Leaf
1085,1,6,1,1,7,1,0,7,1,10,9,Leaf
1086,0,4,0,0,5,0,0,5,2,8,6,Leaf
1087,3,5,1,3,4,2,4,3,5,13,8,Leaf
1088,1,3,0,1,3,2,2,4,6,9,3,Leaf
1089,0,3,1,2,4,1,1,2,1,7,6,Leaf
1090,2,5,1,0,3,1,2,5,3,6,3,Leaf
1091,1,5,1,0,4,0,2,7,2,12,10,Leaf
1092,0,4,0,0,3,0,1,3,0,3,3,Leaf
1093,3,12,5,3,14,8,7,17,13,28,15,Leaf
1094,3,7,1,3,4,2,1,6,6,8,2,Leaf
1095,0,0,0,0,0,0,0,0,0,0,0,Leaf
1096,1,2,1,2,2,1,2,4,2,4,2,Leaf
1097,1,2,0,1,5,0,2,4,1,6,5,Leaf
1098,0,3,0,0,5,0,2,4,1,8,7,Leaf
1099,0,2,1,2,2,2,0,2,3,7,4,Leaf
1100,0,3,0,0,3,1,0,2,1,3,2,Leaf
1101,2,1,1,0,2,1,1,2,3,3,0,Leaf
1102,0,2,0,0,2,0,0,1,0,3,3,Leaf
1103,0,1,0,0,1,0,0,0,1,3,2,Leaf
1104,0,2,0,0,2,0,0,4,1,2,1,Leaf
1105,0,0,0,0,1,0,0,1,1,1,0,Leaf
1106,0,0,0,0,3,0,0,1,0,4,4,Leaf
1107,0,2,0,1,4,3,0,7,4,7,3,Leaf
1108,0,0,0,0,1,0,0,0,0,2,2,Leaf
1109,3,2,0,2,3,3,0,5,6,9,3,Leaf
1110,2,5,2,6,2,4,1,6,11,12,1,Leaf
1111,0,0,0,0,2,0,0,2,0,3,3,Leaf
1112,0,1,0,1,2,0,0,2,0,3,3,Leaf
1113,0,0,0,0,3,0,1,3,1,3,2,Leaf
1114,1,0,0,1,1,0,0,0,1,5,4,Leaf
1115,1,0,0,0,2,1,0,0,1,3,2,Leaf
1116,0,0,0,0,2,0,0,1,0,5,5,Leaf
1117,1,2,0,1,0,1,1,3,5,4,-1,Leaf
1118,0,2,0,1,4,0,1,4,1,11,10,Leaf
1119,0,0,0,0,3,0,0,2,1,4,3,Leaf
1120,1,1,0,1,1,1,0,2,2,2,0,Leaf
1121,0,2,0,0,2,0,1,4,0,5,5,Leaf
1122,1,5,2,2,0,4,1,2,7,12,5,Leaf
1123,0,0,0,0,1,0,0,0,0,1,1,Leaf
1124,1,4,0,1,3,1,0,2,2,6,4,Leaf
1125,2,3,2,3,3,2,2,3,5,7,2,Leaf
1126,0,2,0,1,3,0,1,3,0,5,5,Leaf
1127,0,1,0,0,1,0,0,0,0,1,1,Leaf
1128,3,3,3,3,2,2,3,3,6,6,0,Leaf
1129,0,1,0,0,2,0,1,1,0,3,3,Leaf
1130,0,1,0,0,2,0,1,1,1,6,5,Leaf
1131,1,0,0,1,1,0,0,1,2,2,0,Leaf
1132,1,13,2,6,7,5,4,12,10,17,7,Leaf
1133,0,2,0,0,1,1,0,1,2,1,-1,Leaf
1134,0,1,0,0,1,0,1,2,1,3,2,Leaf
1135,0,2,0,1,2,0,0,2,0,3,3,Leaf
1136,0,1,0,0,2,0,0,1,2,4,2,Leaf
1137,0,0,0,0,1,0,0,0,0,1,1,Leaf
1138,1,7,1,1,6,2,2,7,3,11,8,Leaf
1139,0,0,0,0,0,0,0,1,1,1,0,Leaf
1140,0,0,0,0,1,0,0,0,0,1,1,Leaf
1141,0,2,1,1,2,1,3,5,4,5,1,Leaf
1142,0,2,0,0,1,0,1,1,0,5,5,Leaf
1143,0,1,0,0,1,0,0,1,1,2,1,Leaf
1144,0,2,0,1,1,0,0,1,1,2,1,Leaf
1145,0,4,0,1,4,1,0,4,3,8,5,Leaf
1146,1,2,1,2,2,2,1,2,3,2,-1,Leaf
1147,0,1,0,0,5,0,1,3,1,6,5,Leaf
1148,0,2,0,0,2,0,0,0,0,3,3,Leaf
1149,1,4,2,2,2,1,1,3,6,7,1,Leaf
1150,0,0,0,0,2,0,0,2,0,5,5,Leaf
1151,3,10,4,8,11,7,5,15,9,20,11,Leaf
1152,0,1,0,0,2,0,2,2,0,3,3,Leaf
